ACADEMIE;N°Département;DEPARTEMENT;COMMUNE;UAI tête de réseau;NUMERO;NOM DE L'ETABLISSEMENT;TYPE_DETABLISSEMENT;EP;circonscription ;contact collège ou circonscription 
CRETEIL;94;VAL-DE-MARNE;IVRY-SUR-SEINE;0941781A;0940441U;HENRI BARBUSSE;ECOLE MATERNELLE;REP;IEN IVRY SUR SEINE;ce.0940930A@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;IVRY-SUR-SEINE;0941781A;0940453G;MAKARENKO;ECOLE MATERNELLE;REP;IEN IVRY SUR SEINE;ce.0940930A@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;IVRY-SUR-SEINE;0941781A;0940485S;MAURICE THOREZ;ECOLE MATERNELLE;REP;IEN IVRY SUR SEINE;ce.0940930A@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;IVRY-SUR-SEINE;0941781A;0941667B;JACQUES PREVERT;ECOLE MATERNELLE;REP;IEN IVRY SUR SEINE;ce.0940930A@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;IVRY-SUR-SEINE;0941026E;0941026E;MOLIERE;COLLEGE;REP;;ce.0941026E@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;IVRY-SUR-SEINE;0941026E;0940202J;DULCIE SEPTEMBER;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN IVRY SUR SEINE;ce.0940930A@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;IVRY-SUR-SEINE;0941026E;0941901F;L ORME AU CHAT;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN IVRY SUR SEINE;ce.0940930A@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;IVRY-SUR-SEINE;0941026E;0940450D;DULCIE SEPTEMBER;ECOLE MATERNELLE;REP;IEN IVRY SUR SEINE;ce.0940930A@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;IVRY-SUR-SEINE;0941026E;0941900E;L'ORME AU CHAT;ECOLE MATERNELLE;REP;IEN IVRY SUR SEINE;ce.0940930A@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;IVRY-SUR-SEINE;0941026E;0942210S;GUY MOQUET;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN IVRY SUR SEINE;ce.0940930A@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;L'HAY-LES-ROSES;0940551N;0940551N;EUGENE CHEVREUL;COLLEGE;REP;;ce.0940551N@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;L'HAY-LES-ROSES;0940551N;0940209S;JARDIN PARISIEN A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CACHAN 1;ce.0940922S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;L'HAY-LES-ROSES;0940551N;0940321N;JARDIN PARISIEN B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CACHAN 1;ce.0940922S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;L'HAY-LES-ROSES;0940551N;0940953A;LALLIER A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CACHAN 1;ce.0940922S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;L'HAY-LES-ROSES;0940551N;0941209D;LALLIER B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CACHAN 1;ce.0940922S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;L'HAY-LES-ROSES;0940551N;0940461R;DU JARDIN PARISIEN;ECOLE MATERNELLE;REP;IEN CACHAN 1;ce.0940922S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;L'HAY-LES-ROSES;0940551N;0940906Z;LALLIER 1;ECOLE MATERNELLE;REP;IEN CACHAN 1;ce.0940922S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;L'HAY-LES-ROSES;0940551N;0941857H;LALLIER 2;ECOLE MATERNELLE;REP;IEN CACHAN 1;ce.0940922S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;LIMEIL-BREVANNES;0941603G;0941603G;JANUSZ KORCZAK;COLLEGE;REP;;ce.0941603G@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;LIMEIL-BREVANNES;0941603G;0940673W;MARTINE SOULIE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BOISSY SAINT LEGER;ce.0941397H@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;LIMEIL-BREVANNES;0941603G;0940674X;PASTEUR;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BOISSY SAINT LEGER;ce.0941397H@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;LIMEIL-BREVANNES;0941603G;0942415P;MIREILLE DARC;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BOISSY SAINT LEGER;ce.0941397H@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;LIMEIL-BREVANNES;0941603G;0941137A;PAUL LANGEVIN;ECOLE MATERNELLE;REP;IEN BOISSY SAINT LEGER;ce.0941397H@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;LIMEIL-BREVANNES;0941603G;0941264N;HENRI WALLON;ECOLE MATERNELLE;REP;IEN BOISSY SAINT LEGER;ce.0941397H@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;LIMEIL-BREVANNES;0941603G;0941369C;ANDRE MALRAUX;ECOLE MATERNELLE;REP;IEN BOISSY SAINT LEGER;ce.0941397H@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;MAISONS-ALFORT;0941024C;0941024C;JULES FERRY;COLLEGE;REP;;ce.0941024C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;MAISONS-ALFORT;0941024C;0940204L;JULES FERRY;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN MAISONS ALFORT;ce.0941537K@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;MAISONS-ALFORT;0941024C;0941322B;CHARLES PEGUY;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN MAISONS ALFORT;ce.0941537K@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;MAISONS-ALFORT;0941024C;0940452F;JULES FERRY;ECOLE MATERNELLE;REP;IEN MAISONS ALFORT;ce.0941537K@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;MAISONS-ALFORT;0941024C;0940467X;CHARLES PEGUY;ECOLE MATERNELLE;REP;IEN MAISONS ALFORT;ce.0941537K@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;ORLY;0941042X;0941042X;DORVAL;COLLEGE;REP;;ce.0941042X@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;ORLY;0941042X;0940343M;ROMAIN ROLLAND B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN ORLY;ce.0942396U@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;ORLY;0941042X;0940531S;ROMAIN ROLLAND A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN ORLY;ce.0942396U@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;ORLY;0941042X;0940478J;ROMAIN ROLLAND;ECOLE MATERNELLE;REP;IEN ORLY;ce.0942396U@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;ORLY;0941042X;0940480L;NOYER GRENOT;ECOLE MATERNELLE;REP;IEN ORLY;ce.0942396U@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VALENTON;0942482M;0942482M;SAMUEL PATY;COLLEGE;REP;;ce.0942482M@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VALENTON;0942482M;0940952Z;MARCEL CACHIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BONNEUIL-SUR-MARNE;ce.0941980S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VALENTON;0942482M;0940627W;PAUL LANGEVIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BONNEUIL-SUR-MARNE;ce.0941980S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VALENTON;0941052H;0941052H;FERNANDE FLAGON;COLLEGE;REP;;ce.0941052H@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VALENTON;0941052H;0940631A;PAUL ELUARD;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BONNEUIL-SUR-MARNE;ce.0941980S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VALENTON;0941052H;0941115B;HENRI WALLON;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BONNEUIL-SUR-MARNE;ce.0941980S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VALENTON;0941052H;0941339V;JEAN JAURES;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BONNEUIL-SUR-MARNE;ce.0941980S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VALENTON;0941052H;0940741V;HENRI WALLON;ECOLE MATERNELLE;REP;IEN BONNEUIL-SUR-MARNE;ce.0941980S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VALENTON;0941052H;0940744Y;DANIELLE CASANOVA;ECOLE MATERNELLE;REP;IEN BONNEUIL-SUR-MARNE;ce.0941980S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VALENTON;0941052H;0940746A;PAUL ELUARD;ECOLE MATERNELLE;REP;IEN BONNEUIL-SUR-MARNE;ce.0941980S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VALENTON;0941052H;0940747B;PAUL LANGEVIN;ECOLE MATERNELLE;REP;IEN BONNEUIL-SUR-MARNE;ce.0941980S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VALENTON;0941052H;0940947U;JEAN LURCAT;ECOLE MATERNELLE;REP;IEN BONNEUIL-SUR-MARNE;ce.0941980S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VALENTON;0941052H;0942423Y;JEAN JAURES;ECOLE MATERNELLE;REP;IEN BONNEUIL-SUR-MARNE;ce.0941980S@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLEJUIF;0941036R;0941036R;KARL MARX;COLLEGE;REP;;ce.0941036R@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLEJUIF;0941036R;0942043K;PAUL LANGEVIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VILLEJUIF;ce.0940920P@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLEJUIF;0941036R;0942078Y;ROBERT LEBON;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VILLEJUIF;ce.0940920P@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLEJUIF;0941036R;0942236V;MARCEL CACHIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VILLEJUIF;ce.0940920P@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLEJUIF;0941036R;0940400Z;KARL MARX;ECOLE MATERNELLE;REP;IEN VILLEJUIF;ce.0940920P@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLEJUIF;0941036R;0940455J;PAUL LANGEVIN;ECOLE MATERNELLE;REP;IEN VILLEJUIF;ce.0940920P@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLEJUIF;0941036R;0941158Y;ROBERT LEBON;ECOLE MATERNELLE;REP;IEN VILLEJUIF;ce.0940920P@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLEJUIF;0941036R;0941544T;PELLOUTIER;ECOLE MATERNELLE;REP;IEN VILLEJUIF;ce.0940920P@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLEJUIF;0941036R;0940410K;MARCEL CACHIN;ECOLE MATERNELLE;REP;IEN VILLEJUIF;ce.0940920P@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLENEUVE-LE-ROI;0941602F;0941602F;GEORGES BRASSENS;COLLEGE;REP;;ce.0941602F@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLENEUVE-LE-ROI;0941602F;0940652Y;PAUL BERT;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN ORLY;ce.0942396U@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLENEUVE-LE-ROI;0941602F;0940717U;PAUL BERT;ECOLE MATERNELLE;REP;IEN ORLY;ce.0942396U@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;ABLON-SUR-SEINE;0941602F;0941378M;PASTEUR;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN ORLY;ce.0942396U@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLENEUVE-SAINT-GEORGES;0940791Z;0940791Z;PIERRE BROSSOLETTE;COLLEGE;REP;;ce.0940791Z@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLENEUVE-SAINT-GEORGES;0940791Z;0940637G;CONDORCET A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VILLENEUVE SAINT GEORGES;ce.0940933D@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLENEUVE-SAINT-GEORGES;0940791Z;0940638H;CONDORCET B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VILLENEUVE SAINT GEORGES;ce.0940933D@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLENEUVE-SAINT-GEORGES;0940791Z;0940645R;ANATOLE FRANCE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VILLENEUVE SAINT GEORGES;ce.0940933D@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLENEUVE-SAINT-GEORGES;0940791Z;0940733L;ANATOLE FRANCE;ECOLE MATERNELLE;REP;IEN VILLENEUVE SAINT GEORGES;ce.0940933D@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLENEUVE-SAINT-GEORGES;0940791Z;0940736P;CONDORCET;ECOLE MATERNELLE;REP;IEN VILLENEUVE SAINT GEORGES;ce.0940933D@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLENEUVE-SAINT-GEORGES;0940791Z;0941946E;JEAN ZAY;ECOLE MATERNELLE;REP;IEN VILLENEUVE SAINT GEORGES;ce.0940933D@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLENEUVE-SAINT-GEORGES;0940749D;0940749D;ROLAND GARROS;COLLEGE;REP;;ce.0940749D@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLENEUVE-SAINT-GEORGES;0940749D;0940639J;SAINT EXUPERY A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VILLENEUVE SAINT GEORGES;ce.0940933D@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLENEUVE-SAINT-GEORGES;0940749D;0940640K;SAINT EXUPERY B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VILLENEUVE SAINT GEORGES;ce.0940933D@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLENEUVE-SAINT-GEORGES;0940749D;0940644P;MARC SEGUIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VILLENEUVE SAINT GEORGES;ce.0940933D@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLENEUVE-SAINT-GEORGES;0940749D;0940737R;SAINT-EXUPERY;ECOLE MATERNELLE;REP;IEN VILLENEUVE SAINT GEORGES;ce.0940933D@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLENEUVE-SAINT-GEORGES;0940749D;0940738S;MARC SEGUIN;ECOLE MATERNELLE;REP;IEN VILLENEUVE SAINT GEORGES;ce.0940933D@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VILLENEUVE-SAINT-GEORGES;0940749D;0941141E;JEAN DE LA FONTAINE;ECOLE MATERNELLE;REP;IEN VILLENEUVE SAINT GEORGES;ce.0940933D@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941224V;0941224V;FRANCOIS RABELAIS;COLLEGE;REP;;ce.0941224V@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941224V;0941388Y;JULES VERNE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941224V;0941390A;VICTOR HUGO;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941224V;0941068A;JULES VERNE;ECOLE MATERNELLE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941224V;0941072E;VICTOR HUGO I;ECOLE MATERNELLE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0940794C;0940794C;GUSTAVE MONOD;COLLEGE;REP;;ce.0940794C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0940794C;0940382E;PAUL ELUARD A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VITRY I;ce.0940936G@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0940794C;0941060S;PAUL ELUARD B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VITRY I;ce.0940936G@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0940794C;0940413N;PAUL ELUARD;ECOLE MATERNELLE;REP;IEN VITRY I;ce.0940936G@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0940794C;0942106D;LA PETITE SAUSSAIE;ECOLE MATERNELLE;REP;IEN VITRY I;ce.0940936G@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941033M;0941033M;JEAN PERRIN;COLLEGE;REP;;ce.0941033M@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941033M;0942244D;MARCEL CACHIN A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VITRY I;ce.0940936G@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941033M;0942245E;MARCEL CACHIN B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VITRY I;ce.0940936G@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941033M;0940464U;MARCEL CACHIN;ECOLE MATERNELLE;REP;IEN VITRY I;ce.0940936G@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941033M;0942189U;MALASSIS-GLUCK;ECOLE MATERNELLE;REP;IEN VITRY I;ce.0940936G@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941034N;0941034N;JOSEPH LAKANAL;COLLEGE;REP;;ce.0941034N@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941034N;0940164T;IRENE JOLIOT CURIE A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941034N;0940280U;IRENE JOLIOT CURIE B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941034N;0941392C;JEAN MOULIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941034N;0940405E;IRENE JOLIOT CURIE;ECOLE MATERNELLE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941034N;0941372F;JEAN MOULIN;ECOLE MATERNELLE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941034N;0940901U;DANIELE CASANOVA;ECOLE MATERNELLE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941029H;0941029H;JULES VALLES;COLLEGE;REP;;ce.0941029H@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941029H;0940379B;MAKARENKO A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941029H;0940766X;MAKARENKO B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941029H;0942044L;BLAISE PASCAL;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941029H;0942045M;ANATOLE FRANCE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941029H;0940411L;BLAISE PASCAL;ECOLE MATERNELLE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941029H;0940577S;PAULINE KERGOMARD;ECOLE MATERNELLE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941029H;0940770B;MAKARENKO;ECOLE MATERNELLE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
CRETEIL;94;VAL-DE-MARNE;VITRY-SUR-SEINE;0941029H;0942238X;ANATOLE FRANCE;ECOLE MATERNELLE;REP;IEN VITRY II;ce.0941461C@ac-creteil.fr
DIJON;21;COTE-D'OR;DIJON;0211357L;0211357L;JEAN PHILIPPE RAMEAU;COLLEGE;REP;;ce.0211357L@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0211357L;0211569S;ALSACE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN DIJON OUEST;ce.0211901C@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0211357L;0211606G;COLETTE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN DIJON OUEST;ce.0211901C@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0211357L;0211607H;LES CHAMPS PERDRIX;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN DIJON OUEST;ce.0211901C@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0211357L;0211910M;ANJOU;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN DIJON OUEST;ce.0211901C@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0211357L;0211934N;BUFFON;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN DIJON OUEST;ce.0211901C@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0211357L;0211221N;LES CHAMPS PERDRIX;ECOLE MATERNELLE;REP;IEN DIJON OUEST;ce.0211901C@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0211357L;0211330G;ALSACE;ECOLE MATERNELLE;REP;IEN DIJON OUEST;ce.0211901C@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0211357L;0211373D;ANJOU;ECOLE MATERNELLE;REP;IEN DIJON OUEST;ce.0211901C@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0211357L;0211376G;BUFFON;ECOLE MATERNELLE;REP;IEN DIJON OUEST;ce.0211901C@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0211357L;0211404M;COLETTE;ECOLE MATERNELLE;REP;IEN DIJON OUEST;ce.0211901C@ac-dijon.fr
DIJON;21;COTE-D'OR;MONTBARD;0210034Y;0210034Y;LOUIS PASTEUR;COLLEGE;REP;;ce.0210034Y@ac-dijon.fr
DIJON;21;COTE-D'OR;MONTBARD;0210034Y;0211573W;DIDEROT;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATILLON SUR SEINE;ce.0211065U@ac-dijon.fr
DIJON;21;COTE-D'OR;MONTBARD;0210034Y;0211819N;JOLIOT CURIE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATILLON SUR SEINE;ce.0211065U@ac-dijon.fr
DIJON;21;COTE-D'OR;MONTBARD;0210034Y;0211994D;PAUL LANGEVIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATILLON SUR SEINE;ce.0211065U@ac-dijon.fr
DIJON;21;COTE-D'OR;MONTBARD;0210034Y;0210793Y;PASTEUR;ECOLE MATERNELLE;REP;IEN CHATILLON SUR SEINE;ce.0211065U@ac-dijon.fr
DIJON;21;COTE-D'OR;MONTBARD;0210034Y;0210796B;DIDEROT;ECOLE MATERNELLE;REP;IEN CHATILLON SUR SEINE;ce.0211065U@ac-dijon.fr
DIJON;21;COTE-D'OR;MONTBARD;0210034Y;0211486B;JACQUES-YVES COUSTEAU;ECOLE MATERNELLE;REP;IEN CHATILLON SUR SEINE;ce.0211065U@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0212102W;;;ECOLE ISOLEE;REP;;
DIJON;21;COTE-D'OR;DIJON;0212102W;0212102W;CHAMPOLLION;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN DIJON CENTRE;ce.0211919X@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0212102W;0211403L;LAMARTINE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN DIJON CENTRE;ce.0211919X@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0212102W;0211570T;YORK;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN DIJON CENTRE;ce.0211919X@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0212102W;0211977K;CAMILLE FLAMMARION;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN DIJON CENTRE;ce.0211919X@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0212102W;0210100V;YORK;ECOLE MATERNELLE;REP;IEN DIJON CENTRE;ce.0211919X@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0212102W;0210119R;CAMILLE FLAMMARION;ECOLE MATERNELLE;REP;IEN DIJON CENTRE;ce.0211919X@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0212102W;0210127Z;CHAMPOLLION;ECOLE MATERNELLE;REP;IEN DIJON CENTRE;ce.0211919X@ac-dijon.fr
DIJON;21;COTE-D'OR;DIJON;0212102W;0211402K;LAMARTINE;ECOLE MATERNELLE;REP;IEN DIJON CENTRE;ce.0211919X@ac-dijon.fr
DIJON;58;NIEVRE;CHATEAU-CHINON (VILLE);0580005R;0580005R;BIBRACTE;COLLEGE;REP;;ce.0580005R@ac-dijon.fr
DIJON;58;NIEVRE;BLISMES;0580005R;0580101V;;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATEAU-CHINON NIVERNAIS-MORVAN;ce.0580059Z@ac-dijon.fr
